0003.213564, 0001.901812, 0001.311752, 0001.000000, 0088.000000, 0004.398000
0003.511610, 0002.266742, 0001.244868, 0001.000000, 0089.000000, 0004.448000
0003.797018, 0002.634440, 0001.162579, 0001.000000, 0090.000000, 0004.498000
0004.068761, 0003.004717, 0001.064045, 0001.000000, 0091.000000, 0004.548000
0004.325861, 0003.377398, 0000.948464, 0001.000000, 0092.000000, 0004.598000
0004.567393, 0003.743937, 0000.823456, 0001.000000, 0093.000000, 0004.648000
0004.792486, 0004.084196, 0000.708291, 0001.000000, 0094.000000, 0004.698000
0005.000332, 0004.380824, 0000.619508, 0001.000000, 0095.000000, 0004.748000
0005.190183, 0004.636515, 0000.553668, 0001.000000, 0096.000000, 0004.798000
0005.361354, 0004.859047, 0000.502307, 0001.000000, 0097.000000, 0004.848000
0005.513230, 0005.057588, 0000.455641, 0001.000000, 0098.000000, 0004.898000
0005.645264, 0005.237543, 0000.407721, 0001.000000, 0099.000000, 0004.948000
0005.756982, 0005.400232, 0000.356750, 0001.000000, 0100.000000, 0004.998000
0005.847980, 0005.545134, 0000.302846, 0001.000000, 0101.000000, 0005.048000
0005.917932, 0005.672016, 0000.245916, 0001.000000, 0102.000000, 0005.098000
0005.966586, 0005.776369, 0000.190218, 0001.000000, 0103.000000, 0005.148000
0005.993767, 0005.860124, 0000.133643, 0001.000000, 0104.000000, 0005.198000
0005.999377, 0005.922484, 0000.076893, 0001.000000, 0105.000000, 0005.248000
0005.983395, 0005.964121, 0000.019274, 0001.000000, 0106.000000, 0005.298000
0005.945880, 0005.985861, -000.039981, 0001.000000, 0107.000000, 0005.348000
0005.886965, 0005.986216, -000.099250, 0001.000000, 0108.000000, 0005.398000
0005.806865, 0005.964774, -000.157909, 0001.000000, 0109.000000, 0005.448000
0005.705865, 0005.921639, -000.215774, 0001.000000, 0110.000000, 0005.498000
0005.584331, 0005.856340, -000.272009, 0001.000000, 0111.000000, 0005.548000
0005.442699, 0005.771482, -000.328783, 0001.000000, 0112.000000, 0005.598000
0005.281480, 0005.666040, -000.384561, 0001.000000, 0113.000000, 0005.648000
0005.101252, 0005.541062, -000.439810, 0001.000000, 0114.000000, 0005.698000
0004.902666, 0005.395682, -000.493016, 0001.000000, 0115.000000, 0005.748000
0004.686435, 0005.228402, -000.541967, 0001.000000, 0116.000000, 0005.798000
0004.453339, 0005.042085, -000.588747, 0001.000000, 0117.000000, 0005.848000
0004.204215, 0004.838845, -000.634630, 0001.000000, 0118.000000, 0005.898000
0003.939960, 0004.619175, -000.679215, 0001.000000, 0119.000000, 0005.948000
0003.661526, 0004.382030, -000.720504, 0001.000000, 0120.000000, 0005.998000
0003.369915, 0004.127793, -000.757878, 0001.000000, 0121.000000, 0006.048000
0003.066175, 0003.858628, -000.792454, 0001.000000, 0122.000000, 0006.098000
0002.751400, 0003.575732, -000.824332, 0001.000000, 0123.000000, 0006.148000
0002.426723, 0003.279713, -000.852989, 0001.000000, 0124.000000, 0006.198000
0002.093313, 0002.971797, -000.878484, 0001.000000, 0125.000000, 0006.248000
0001.752369, 0002.653896, -000.901527, 0001.000000, 0126.000000, 0006.298000
0001.405119, 0002.326185, -000.921067, 0001.000000, 0127.000000, 0006.348000
0001.052811, 0001.989971, -000.937160, 0001.000000, 0128.000000, 0006.398000
0000.696715, 0001.647230, -000.950516, 0001.000000, 0129.000000, 0006.448000
0000.338111, 0001.298391, -000.960280, 0001.000000, 0130.000000, 0006.498000
-000.021710, 0000.945596, -000.967306, 0001.000000, 0131.000000, 0006.548000
-000.381453, 0000.589414, -000.970867, 0001.000000, 0132.000000, 0006.598000
-000.739823, 0000.230870, -000.970692, 0001.000000, 0133.000000, 0006.648000
-001.095530, -000.128401, -000.967129, 0001.000000, 0134.000000, 0006.698000
-001.447294, -000.486942, -000.960353, 0001.000000, 0135.000000, 0006.748000
-001.793850, -000.843615, -000.950235, 0001.000000, 0136.000000, 0006.798000
-002.133950, -001.197213, -000.936737, 0001.000000, 0137.000000, 0006.848000
-002.466370, -001.546540, -000.919830, 0001.000000, 0138.000000, 0006.898000
-002.789914, -001.890884, -000.899030, 0001.000000, 0139.000000, 0006.948000
-003.103417, -002.228573, -000.874844, 0001.000000, 0140.000000, 0006.998000
-003.405751, -002.557918, -000.847833, 0001.000000, 0141.000000, 0007.048000
-003.695828, -002.879217, -000.816611, 0001.000000, 0142.000000, 0007.098000
-003.972604, -003.189444, -000.783160, 0001.000000, 0143.000000, 0007.148000
-004.235083, -003.487497, -000.747586, 0001.000000, 0144.000000, 0007.198000
-004.482320, -003.773069, -000.709251, 0001.000000, 0145.000000, 0007.248000
-004.713426, -004.043684, -000.669742, 0001.000000, 0146.000000, 0007.298000
-004.927568, -004.301834, -000.625735, 0001.000000, 0147.000000, 0007.348000
-005.123977, -004.544530, -000.579447, 0001.000000, 0148.000000, 0007.398000
-005.301945, -004.772269, -000.529676, 0001.000000, 0149.000000, 0007.448000
-005.460831, -004.983677, -000.477154, 0001.000000, 0150.000000, 0007.498000
-005.600065, -005.174477, -000.425588, 0001.000000, 0151.000000, 0007.548000
-005.719144, -005.347073, -000.372071, 0001.000000, 0152.000000, 0007.598000
-005.817640, -005.501999, -000.315641, 0001.000000, 0153.000000, 0007.648000
-005.895200, -005.636307, -000.258893, 0001.000000, 0154.000000, 0007.698000
-005.951543, -005.750189, -000.201354, 0001.000000, 0155.000000, 0007.748000
-005.986466, -005.843117, -000.143349, 0001.000000, 0156.000000, 0007.798000
-005.999845, -005.915444, -000.084402, 0001.000000, 0157.000000, 0007.848000
-005.991631, -005.968130, -000.023501, 0001.000000, 0158.000000, 0007.898000
-005.961854, -005.999633, 0000.037779, 0001.000000, 0159.000000, 0007.948000
-005.910620, -006.007709, 0000.097089, 0001.000000, 0160.000000, 0007.998000
