0006.000000, 0006.000000, 0000.000000, 0000.000000, 0001.000000, 0000.000000
0005.990049, 0006.045161, -000.055111, 0001.000000, 0001.000000, 0000.048000
0005.958559, 0006.037738, -000.079180, 0001.000000, 0002.000000, 0000.098000
0005.905623, 0006.014189, -000.108566, 0001.000000, 0003.000000, 0000.148000
0005.831434, 0005.980462, -000.149028, 0001.000000, 0004.000000, 0000.198000
0005.736258, 0005.936462, -000.200204, 0001.000000, 0005.000000, 0000.248000
0005.620438, 0005.875191, -000.254754, 0001.000000, 0006.000000, 0000.298000
0005.484390, 0005.796916, -000.312526, 0001.000000, 0007.000000, 0000.348000
0005.328604, 0005.697966, -000.369362, 0001.000000, 0008.000000, 0000.398000
0005.153641, 0005.577308, -000.423667, 0001.000000, 0009.000000, 0000.448000
0004.960130, 0005.437415, -000.477284, 0001.000000, 0010.000000, 0000.498000
0004.748769, 0005.277678, -000.528909, 0001.000000, 0011.000000, 0000.548000
0004.520317, 0005.098222, -000.577906, 0001.000000, 0012.000000, 0000.598000
0004.275596, 0004.897686, -000.622089, 0001.000000, 0013.000000, 0000.648000
0004.015488, 0004.680051, -000.664562, 0001.000000, 0014.000000, 0000.698000
0003.740929, 0004.447831, -000.706902, 0001.000000, 0015.000000, 0000.748000
0003.452906, 0004.200798, -000.747892, 0001.000000, 0016.000000, 0000.798000
0003.152457, 0003.937207, -000.784750, 0001.000000, 0017.000000, 0000.848000
0002.840662, 0003.658177, -000.817514, 0001.000000, 0018.000000, 0000.898000
0002.518644, 0003.365158, -000.846514, 0001.000000, 0019.000000, 0000.948000
0002.187562, 0003.060636, -000.873075, 0001.000000, 0020.000000, 0000.998000
0001.848606, 0002.743997, -000.895391, 0001.000000, 0021.000000, 0001.048000
0001.502998, 0002.418431, -000.915433, 0001.000000, 0022.000000, 0001.098000
0001.151980, 0002.084750, -000.932770, 0001.000000, 0023.000000, 0001.148000
0000.796817, 0001.743838, -000.947021, 0001.000000, 0024.000000, 0001.198000
0000.438786, 0001.396911, -000.958125, 0001.000000, 0025.000000, 0001.248000
0000.079176, 0001.044793, -000.965618, 0001.000000, 0026.000000, 0001.298000
-000.280720, 0000.690222, -000.970942, 0001.000000, 0027.000000, 0001.348000
-000.639604, 0000.335645, -000.975249, 0001.000000, 0028.000000, 0001.398000
-000.996187, -000.018932, -000.977255, 0001.000000, 0029.000000, 0001.448000
-001.349185, -000.373509, -000.975676, 0001.000000, 0030.000000, 0001.498000
-001.697327, -000.728086, -000.969242, 0001.000000, 0031.000000, 0001.548000
-002.039361, -001.082663, -000.956699, 0001.000000, 0032.000000, 0001.598000
-002.374055, -001.437079, -000.936976, 0001.000000, 0033.000000, 0001.648000
-002.700205, -001.787896, -000.912309, 0001.000000, 0034.000000, 0001.698000
-003.016638, -002.131185, -000.885453, 0001.000000, 0035.000000, 0001.748000
-003.322213, -002.464328, -000.857885, 0001.000000, 0036.000000, 0001.798000
-003.615833, -002.787516, -000.828317, 0001.000000, 0037.000000, 0001.848000
-003.896439, -003.101158, -000.795281, 0001.000000, 0038.000000, 0001.898000
-004.163022, -003.402525, -000.760497, 0001.000000, 0039.000000, 0001.948000
-004.414623, -003.693606, -000.721017, 0001.000000, 0040.000000, 0001.998000
-004.650336, -003.969549, -000.680787, 0001.000000, 0041.000000, 0002.048000
-004.869313, -004.231944, -000.637369, 0001.000000, 0042.000000, 0002.098000
-005.070765, -004.477561, -000.593204, 0001.000000, 0043.000000, 0002.148000
-005.253968, -004.708966, -000.545002, 0001.000000, 0044.000000, 0002.198000
-005.418263, -004.924111, -000.494152, 0001.000000, 0045.000000, 0002.248000
-005.563058, -005.119821, -000.443237, 0001.000000, 0046.000000, 0002.298000
-005.687831, -005.297080, -000.390751, 0001.000000, 0047.000000, 0002.348000
-005.792135, -005.455580, -000.336555, 0001.000000, 0048.000000, 0002.398000
-005.875593, -005.595667, -000.279926, 0001.000000, 0049.000000, 0002.448000
-005.937906, -005.717861, -000.220045, 0001.000000, 0050.000000, 0002.498000
-005.978848, -005.820716, -000.158132, 0001.000000, 0051.000000, 0002.548000
-005.998273, -005.899610, -000.098663, 0001.000000, 0052.000000, 0002.598000
-005.996111, -005.954916, -000.041195, 0001.000000, 0053.000000, 0002.648000
-005.972369, -005.987061, 0000.014692, 0001.000000, 0054.000000, 0002.698000
-005.927133, -005.999296, 0000.072163, 0001.000000, 0055.000000, 0002.748000
-005.860566, -005.991263, 0000.130697, 0001.000000, 0056.000000, 0002.798000
-005.772907, -005.962418, 0000.189511, 0001.000000, 0057.000000, 0002.848000
-005.664472, -005.913889, 0000.249417, 0001.000000, 0058.000000, 0002.898000
-005.535651, -005.844317, 0000.308666, 0001.000000, 0059.000000, 0002.948000
-005.386907, -005.751988, 0000.365081, 0001.000000, 0060.000000, 0002.998000
-005.218777, -005.638437, 0000.419661, 0001.000000, 0061.000000, 0003.048000
-005.031864, -005.505308, 0000.473444, 0001.000000, 0062.000000, 0003.098000
-004.826843, -005.354063, 0000.527221, 0001.000000, 0063.000000, 0003.148000
-004.604449, -005.185498, 0000.581049, 0001.000000, 0064.000000, 0003.198000
-004.365485, -005.000793, 0000.635308, 0001.000000, 0065.000000, 0003.248000
-004.110810, -004.801046, 0000.690237, 0001.000000, 0066.000000, 0003.298000
-003.841340, -004.587283, 0000.745943, 0001.000000, 0067.000000, 0003.348000
-003.558046, -004.360457, 0000.802411, 0001.000000, 0068.000000, 0003.398000
-003.261946, -004.121459, 0000.859512, 0001.000000, 0069.000000, 0003.448000
-002.954107, -003.871116, 0000.917009, 0001.000000, 0070.000000, 0003.498000
-002.635637, -003.610202, 0000.974566, 0001.000000, 0071.000000, 0003.548000
-002.307680, -003.339437, 0001.031757, 0001.000000, 0072.000000, 0003.598000
-001.971419, -003.059492, 0001.088072, 0001.000000, 0073.000000, 0003.648000
-001.628063, -002.770991, 0001.142928, 0001.000000, 0074.000000, 0003.698000
-001.278848, -002.474517, 0001.195669, 0001.000000, 0075.000000, 0003.748000
-000.925030, -002.170614, 0001.245584, 0001.000000, 0076.000000, 0003.798000
-000.567883, -001.859786, 0001.291904, 0001.000000, 0077.000000, 0003.848000
-000.208692, -001.542507, 0001.333815, 0001.000000, 0078.000000, 0003.898000
0000.151250, -001.219215, 0001.370465, 0001.000000, 0079.000000, 0003.948000
0000.510648, -000.890319, 0001.400967, 0001.000000, 0080.000000, 0003.998000
0000.868207, -000.556202, 0001.424409, 0001.000000, 0081.000000, 0004.048000
0001.222643, -000.217218, 0001.439861, 0001.000000, 0082.000000, 0004.098000
0001.572677, 0000.126300, 0001.446377, 0001.000000, 0083.000000, 0004.148000
0001.917053, 0000.474045, 0001.443008, 0001.000000, 0084.000000, 0004.198000
0002.254528, 0000.825727, 0001.428801, 0001.000000, 0085.000000, 0004.248000
0002.583890, 0001.181080, 0001.402810, 0001.000000, 0086.000000, 0004.298000
0002.903953, 0001.539853, 0001.364100, 0001.000000, 0087.000000, 0004.348000
